delta	lambda	item	intercept	depth	embBias	embBias_Two	embBias_Three	compatible	compatible_Two	compatible_Three	compatible:EmbBias
0.55	1	Item238_Critical_VN2	9.8417	2.4158	-0.1344	-0.2707	0.002	-1.9321	-0.8063	-3.0579	0.0145
0.55	1	Item238_Critical_VN3	10.6787	4.0762	-0.0765	-0.1409	-0.0121	-0.6521	-0.7056	-0.5986	0.0256
0.55	1	Item238_Critical_VN5	12.4735	3.5614	-0.0206	-0.0271	-0.0141	0.4124	0.5198	0.3051	0.0627
0.55	1	Item238_Critical_Vadv1	13.3372	4.0681	-0.0204	-0.0023	-0.0386	NA	NA	NA	NA
0.55	1	Item238_Critical_Vadv2	14.1715	2.0682	-0.0673	-0.1332	-0.0014	-0.0222	0.0213	-0.0658	0.0359
0.55	1	Item238_Critical_Vadv3	8.2916	3.5348	-0.0766	-0.1103	-0.0428	1.6142	0.6615	2.5669	0.0938
0.55	1	Item238_Critical_Vadv5	9.7856	4.2248	-0.0437	-0.076	-0.0114	-0.072	-0.1658	0.0218	-0.017
0.55	1	Item238_Critical_Vadv6	9.9778	0.4522	-0.0159	-0.0075	-0.0243	-1.5388	-1.7357	-1.342	-0.0614
0.55	1	Item238_Critical_Vadv7	10.4318	2.5163	-0.0903	-0.1161	-0.0645	0.8693	0.9842	0.7544	-0.0288
0.55	1	Item238_Critical_Vadv8	4.8477	2.7689	-0.1044	-0.1831	-0.0257	0.4878	-0.0988	1.0743	-0.0118
0.55	1	Item238_Critical_Vadv9	9.8955	3.7405	-0.0104	-0.012	-0.0089	0.5913	0.1489	1.0338	0.0552
0.55	1	ItemCritical_6	5.8587	4.7007	-0.1028	-0.154	-0.0516	0.5335	0.8567	0.2103	0.0003
0.55	1	ItemMixed_1	13.1719	2.4817	-0.0063	-0.0409	0.0283	0.2013	-0.5301	0.9328	-0.1018
0.55	1	ItemMixed_11	8.3703	1.5228	-0.0887	-0.2046	0.0272	0.3895	0.303	0.476	-0.0407
0.55	1	ItemMixed_12	8.6767	2.4175	-0.0174	0.0197	-0.0545	0.3049	-0.9132	1.523	-0.1856
0.55	1	ItemMixed_13	8.4859	3.2257	-0.0853	-0.1886	0.0181	1.4285	0.7735	2.0835	-0.0062
0.55	1	ItemMixed_14	7.4061	2.3431	0.0229	0.0643	-0.0185	-2.2843	-3.2107	-1.3578	-0.1379
0.55	1	ItemMixed_15	12.9616	3.2196	-0.062	-0.1443	0.0204	-1.8277	-2.2189	-1.4365	0.0604
0.55	1	ItemMixed_16	12.1692	3.1219	-0.12	-0.1244	-0.1157	0.8435	1.9682	-0.2813	-0.0639
0.55	1	ItemMixed_17	4.9371	5.0174	-0.0664	-0.1087	-0.0241	0.3165	0.7181	-0.0851	0.0746
0.55	1	ItemMixed_18	5.6102	4.2644	-0.1051	-0.2252	0.015	-1.1771	-0.8724	-1.4819	0.0343
0.55	1	ItemMixed_19	11.8912	1.8665	-0.0391	-0.0699	-0.0083	-1.1066	-2.4931	0.2798	-0.0626
0.55	1	ItemMixed_2	8.7075	3.2971	-0.0032	0.0178	-0.0242	1.1296	0.7889	1.4703	-0.0701
0.55	1	ItemMixed_21	6.4723	2.4259	-0.0272	-0.0673	0.013	0.5706	0.2126	0.9287	-0.0185
0.55	1	ItemMixed_22	14.4578	1.9938	0.0128	0.0313	-0.0058	-0.6714	-1.3665	0.0236	-0.051
0.55	1	ItemMixed_23	9.3178	2.5989	-0.0285	-0.0243	-0.0327	0.3481	-0.0223	0.7185	0.1166
0.55	1	ItemMixed_24	10.9721	3.6243	-0.0937	-0.1586	-0.0289	0.4672	0.3571	0.5773	-0.0186
0.55	1	ItemMixed_25	8.6089	4.868	-0.0519	-0.1152	0.0114	0.2977	0.2956	0.2998	0.0038
0.55	1	ItemMixed_26	10.33	5.2941	-0.0999	-0.1798	-0.0201	0.1024	0.4226	-0.2178	0.1103
0.55	1	ItemMixed_27	8.7968	2.877	0.0201	0.0491	-0.0089	-0.1014	-1.1461	0.9434	0.0441
0.55	1	ItemMixed_28	8.4183	3.4124	0.0986	0.0741	0.123	-1.4983	-1.6718	-1.3248	0.0831
0.55	1	ItemMixed_29	4.688	3.8855	-0.0526	-0.1002	-0.0051	0.4885	0.2476	0.7293	-0.1073
0.55	1	ItemMixed_3	5.7174	3.4392	-0.0821	-0.1546	-0.0095	0.2677	0.3376	0.1977	0.0855
0.55	1	ItemMixed_30	7.3976	1.9993	-0.0149	-0.0146	-0.0152	0.0174	-0.3982	0.4329	-0.007
0.55	1	ItemMixed_31	15.7632	1.6231	0.0326	0.0813	-0.016	0.592	1.3624	-0.1783	0.0395
0.55	1	ItemMixed_32	7.9146	2.5443	0.0521	0.1203	-0.0161	-0.3429	-0.1088	-0.577	0.0453
0.55	1	ItemMixed_33	7.9255	3.2797	-0.0274	-0.0095	-0.0453	1.0358	-0.1648	2.2364	0.0454
0.55	1	ItemMixed_34	5.1177	3.6866	-0.1154	-0.2015	-0.0294	-1.3986	-0.8005	-1.9967	0.1247
0.55	1	ItemMixed_35	14.9091	1.693	0.0468	0.0705	0.0232	-1.0809	-0.8291	-1.3327	0.0262
0.55	1	ItemMixed_36	11.9065	1.6353	0.1049	0.2245	-0.0147	-0.8442	-1.1614	-0.527	-0.1081
0.55	1	ItemMixed_37	10.8867	4.3039	-0.0496	-0.0684	-0.0308	1.1069	2.2714	-0.0577	-0.0811
0.55	1	ItemMixed_38	10.4625	1.8785	-0.0365	-0.1005	0.0274	-1.453	-1.6484	-1.2575	-0.0207
0.55	1	ItemMixed_39	4.22	1.7037	-0.0404	-0.101	0.0203	1.0547	-0.3019	2.4113	0.0196
0.55	1	ItemMixed_4	5.7285	4.4176	-0.1397	-0.2678	-0.0115	0.1743	-0.253	0.6017	0.032
0.55	1	ItemMixed_40	8.5786	2.0037	-0.0125	-0.0144	-0.0107	-1.2569	-0.5702	-1.9436	0.1771
0.55	1	ItemMixed_41	10.6266	4.7957	-0.1728	-0.2954	-0.0501	2.1369	2.0552	2.2186	-0.0492
0.55	1	ItemMixed_42	10.5743	4.152	-0.0958	-0.1031	-0.0885	1.0233	1.2406	0.806	0.0101
0.55	1	ItemMixed_43	7.2527	3.4825	0.0011	-0.0027	0.005	0.7291	0.6473	0.811	0.0834
0.55	1	ItemMixed_5	12.0607	3.0672	0.0091	0.0286	-0.0103	2.2937	2.123	2.4643	-0.1232
0.55	1	ItemMixed_6	13.6659	1.4007	-0.0719	-0.1566	0.0128	-0.8874	-1.8398	0.0651	0.008
0.55	1	ItemMixed_7	5.4293	4.9545	-0.0378	-0.145	0.0694	-0.7369	-0.2134	-1.2605	0.0097
0.55	1	ItemMixed_8	7.5334	1.4752	0.0799	0.1766	-0.0168	-0.0156	-1.2254	1.1943	0.0541
0.55	1	ItemMixed_9	4.2471	2.4465	-0.1117	-0.2228	-0.0006	0.3665	-0.4449	1.178	0.0956
0.6	1	Item232_Critical_0	4.7925	2.6309	-0.0599	-0.0922	-0.0276	-0.1252	-0.6728	0.4224	0.0097
0.6	1	Item232_Critical_1	8.6645	1.6402	-0.0544	-0.1072	-0.0015	-0.1375	-0.3055	0.0305	0.0811
0.6	1	Item232_Critical_10	8.0771	-0.2974	-0.0599	-0.0639	-0.0559	-0.3873	-1.0156	0.2409	-0.0498
0.6	1	Item232_Critical_11	10.7129	0.3498	-0.1647	-0.2751	-0.0544	-1.5424	-2.5491	-0.5357	0.2022
0.6	1	Item232_Critical_12	11.0803	1.5627	-0.0458	-0.0868	-0.0048	0.1309	-0.6251	0.8869	0.0425
0.6	1	Item232_Critical_13	8.8811	1.4523	-0.0399	-0.0813	0.0016	-1.1459	-2.5105	0.2187	0.0629
0.6	1	Item232_Critical_14	4.64	1.5754	-0.088	-0.1696	-0.0064	-1.4748	-1.5951	-1.3544	0.0995
0.6	1	Item232_Critical_15	10.5328	1.1338	0.002	-0.0408	0.0447	-0.1372	-1.1634	0.8889	0.0431
0.6	1	Item232_Critical_16	10.3562	2.4141	-0.0764	-0.119	-0.0338	1.4744	1.3095	1.6394	-0.0004
0.6	1	Item232_Critical_17	4.9436	1.8322	-0.1414	-0.1898	-0.0931	0.1687	-0.2787	0.6161	0.0622
0.6	1	Item232_Critical_18	4.6374	1.2042	-0.0552	-0.1137	0.0033	-0.1574	-0.2128	-0.1019	0.0286
0.6	1	Item232_Critical_19	10.1361	2.3053	-0.1151	-0.1493	-0.0808	0.6163	0.3107	0.922	0.0361
0.6	1	Item232_Critical_2	5.1441	2.7328	-0.0642	-0.1128	-0.0156	0.4771	0.2107	0.7436	0.0773
0.6	1	Item232_Critical_20	9.3342	0.8449	-0.032	-0.0878	0.0239	0.1262	-0.2958	0.5482	-0.0257
0.6	1	Item232_Critical_21	11.4291	0.2914	-0.0051	0.0404	-0.0507	0.3694	0.143	0.5959	0.0151
0.6	1	Item232_Critical_23	8.467	0.6546	0.0309	0.059	0.0027	-0.1958	-0.9034	0.5118	0.0636
0.6	1	Item232_Critical_24	8.8987	0.5758	-0.0957	-0.1181	-0.0733	1.6211	1.5251	1.7172	-0.0203
0.6	1	Item232_Critical_25	4.9681	2.6115	-0.054	-0.142	0.034	0.0706	-0.1398	0.281	0.0319
0.6	1	Item232_Critical_26	5.4514	2.7583	-0.031	-0.1128	0.0508	0.3238	-0.2382	0.8858	0.0029
0.6	1	Item232_Critical_27	11.4989	1.2661	-0.005	-0.0443	0.0343	-0.6614	-0.7619	-0.561	0.0718
0.6	1	Item232_Critical_28	9.985	1.9546	0.0142	0.0004	0.028	1.2973	1.2449	1.3498	0.0297
0.6	1	Item232_Critical_3	5.9066	1.3016	-0.0938	-0.1408	-0.0467	4.0256	4.7495	3.3016	-0.0353
0.6	1	Item232_Critical_30	5.2884	2.7692	-0.0395	-0.1648	0.0858	0.0176	-0.4647	0.4998	0.035
0.6	1	Item232_Critical_4	11.0993	2.2264	-0.0479	-0.069	-0.0268	0.8228	0.8628	0.7829	0.095
0.6	1	Item232_Critical_5	7.6358	1.1414	-0.0504	-0.1056	0.0048	1.6913	1.3387	2.044	-0.0184
0.6	1	Item232_Critical_6	8.4737	1.6882	-0.0261	0.0064	-0.0586	0.8618	1.3282	0.3954	0.0203
0.6	1	Item232_Critical_7	9.4782	0.323	-0.0162	-0.024	-0.0084	1.4865	0.6311	2.3419	0.0078
0.6	1	Item232_Critical_8	8.9371	0.7068	-0.1127	-0.1506	-0.0748	0.4892	-0.1937	1.1721	0.1027
0.6	1	Item232_Critical_9	5.2383	3.09	-0.067	-0.1282	-0.0059	-1.0546	-0.1786	-1.9305	0.1358
0.6	1	Item238_Critical_VAdv1	14.0248	1.0309	-0.0489	-0.0946	-0.0032	NA	NA	NA	NA
0.6	1	Item238_Critical_VN1	5.3942	2.2494	-0.0771	-0.1178	-0.0363	1.1018	1.5743	0.6292	0.0214
0.6	1	Item238_Critical_VN2	9.9194	0.7339	-0.1791	-0.2518	-0.1065	-0.8562	-0.7905	-0.9219	0.0111
0.6	1	Item238_Critical_VN3	10.6906	2.5498	-0.0903	-0.1594	-0.0212	-0.69	-0.5715	-0.8086	0.0225
0.6	1	Item238_Critical_VN5	12.6513	2.0536	-0.0796	-0.0558	-0.1034	0.5789	0.5042	0.6536	0.0243
0.6	1	Item238_Critical_Vadv1	13.5176	2.371	0.0051	0.0143	-0.0041	NA	NA	NA	NA
0.6	1	Item238_Critical_Vadv2	14.9527	0.9953	-0.1686	-0.2873	-0.0499	0.2439	0.5468	-0.0591	0.0414
0.6	1	Item238_Critical_Vadv3	9.5019	0.6064	-0.2243	-0.4725	0.0239	2.6677	3.23	2.1055	0.018
0.6	1	Item238_Critical_Vadv5	10.3254	3.2248	-0.0256	-0.0364	-0.0148	-0.0337	-0.227	0.1596	0.0385
0.6	1	Item238_Critical_Vadv6	10.2989	-0.0614	-0.0485	-0.1058	0.0089	-0.9739	-0.7522	-1.1955	-0.0889
0.6	1	Item238_Critical_Vadv7	11.1978	1.4563	-0.2482	-0.4811	-0.0153	0.7917	1.461	0.1224	-0.036
0.6	1	Item238_Critical_Vadv8	5.3266	1.6452	-0.2464	-0.4891	-0.0038	0.7876	0.4631	1.1121	0.0222
0.6	1	Item238_Critical_Vadv9	10.9024	2.5747	-0.0408	-0.0627	-0.019	0.151	-0.0662	0.3683	0.0441
0.6	1	ItemCritical_6	5.7477	2.7887	-0.0636	-0.1037	-0.0235	0.6379	0.4876	0.7882	-0.029
0.65	1	Item232_Critical_0	5.0583	0.9387	-0.0379	-0.0666	-0.0091	0.0565	-0.8558	0.9689	-0.0531
0.65	1	Item232_Critical_1	9.112	0.8288	-0.0365	-0.0518	-0.0211	-0.1459	-0.1971	-0.0947	-0.0007
0.65	1	Item232_Critical_10	8.2602	-1.0397	0.0072	0.0412	-0.0267	-0.0981	-0.0471	-0.149	0.0364
0.65	1	Item232_Critical_11	11.0014	-0.2023	-0.0161	-0.0277	-0.0044	-1.2449	-1.8601	-0.6297	0.0345
0.65	1	Item232_Critical_12	11.5417	0.1456	-0.0138	-0.0361	0.0085	-0.0219	-0.1907	0.1469	0.0246
0.65	1	Item232_Critical_13	8.9367	-0.1007	-0.0043	-0.0088	0.0002	-0.6979	-2.2609	0.865	-0.0081
0.65	1	Item232_Critical_14	6.0121	0.8316	-0.0081	-0.0226	0.0065	-2.7085	-2.7084	-2.7087	0.1109
0.65	1	Item232_Critical_15	10.893	0.0782	0.0323	0.0106	0.0539	-0.7411	-0.76	-0.7223	0.0159
0.65	1	Item232_Critical_16	10.9783	1.2641	-0.0166	-0.0163	-0.0168	1.7931	1.8094	1.7767	-0.033
0.65	1	Item232_Critical_17	5.2344	0.3551	-0.038	-0.0616	-0.0143	0.4508	0.1563	0.7453	0.0267
0.65	1	Item232_Critical_18	5.6491	-0.4478	-0.0443	-0.056	-0.0326	0.1995	-0.4448	0.8437	0.0353
0.65	1	Item232_Critical_19	10.6812	1.6935	-0.0176	-0.029	-0.0063	0.7526	0.9785	0.5267	0.0302
0.65	1	Item232_Critical_2	5.6999	-0.0914	-0.0279	-0.0325	-0.0233	0.152	0.063	0.241	-0.0103
0.65	1	Item232_Critical_20	9.4137	-0.2809	-0.0256	-0.0197	-0.0314	-0.1106	-0.2746	0.0535	-0.059
0.65	1	Item232_Critical_21	12.2178	-1.1192	-0.0008	0.0009	-0.0024	0.264	-0.0649	0.5928	-0.0691
0.65	1	Item232_Critical_23	8.6442	-0.2849	0.0146	0.0236	0.0056	-0.629	-0.7171	-0.5409	0.0411
0.65	1	Item232_Critical_24	9.9445	0.0251	-0.0635	-0.0932	-0.0339	1.538	1.4577	1.6183	0.0309
0.65	1	Item232_Critical_25	6.0953	1.2977	-0.0271	-0.0066	-0.0475	-0.3475	-0.8347	0.1398	0.0191
0.65	1	Item232_Critical_26	6.1345	1.2334	-0.047	-0.136	0.042	0.6297	-0.2897	1.549	0.0112
0.65	1	Item232_Critical_27	11.8446	-0.6796	0.0363	0.0025	0.0702	-0.9826	-1.1402	-0.8251	0.0515
0.65	1	Item232_Critical_28	10.2165	0.6107	-0.0352	-0.0144	-0.0559	1.4087	1.7558	1.0616	-0.1206
0.65	1	Item232_Critical_3	6.6017	1.0807	-0.0143	-0.0105	-0.0182	3.8011	4.6821	2.92	-0.0636
0.65	1	Item232_Critical_30	5.999	1.3737	-0.0264	0.0032	-0.0561	0.3883	-0.5103	1.287	-0.0172
0.65	1	Item232_Critical_4	11.535	1.4444	-0.0225	-0.0241	-0.0209	0.5599	0.945	0.1747	0.0557
0.65	1	Item232_Critical_5	8.1316	0.8422	-0.037	-0.0416	-0.0325	1.1584	1.666	0.6508	-0.0301
0.65	1	Item232_Critical_6	9.3045	-0.1715	-0.007	-0.014	0.0001	0.6834	1.6483	-0.2815	-0.0797
0.65	1	Item232_Critical_7	10.2809	-0.5272	-0.0316	-0.026	-0.0372	1.0483	0.9621	1.1344	-0.0688
0.65	1	Item232_Critical_8	10.2701	0.6012	-0.0317	-0.0273	-0.0362	-0.2739	-0.5456	-0.0022	0.0357
0.65	1	Item232_Critical_9	5.4939	0.9267	-0.009	0.0209	-0.0388	-1.7493	-0.6916	-2.8069	-0.0778
0.65	1	Item238_Critical_VAdv1	14.5273	-0.9457	-0.0379	-0.0439	-0.0319	NA	NA	NA	NA
0.65	1	Item238_Critical_VN1	6.0252	0.5683	-0.0189	-0.0114	-0.0264	1.0305	1.3702	0.6908	0.019
0.65	1	Item238_Critical_VN2	10.9559	0.2586	-0.0519	-0.0269	-0.0768	-1.0366	-0.6006	-1.4726	-0.0308
0.65	1	Item238_Critical_VN3	11.6537	1.5485	-0.0249	-0.0466	-0.0032	-0.5624	-0.5817	-0.5431	0.0024
0.65	1	Item238_Critical_VN5	13.3015	0.9691	-0.0152	-0.0194	-0.0111	0.5486	0.4873	0.6098	-0.0023
0.65	1	Item238_Critical_Vadv1	14.3604	1.0647	-0.1132	-0.0955	-0.1308	NA	NA	NA	NA
0.65	1	Item238_Critical_Vadv2	15.2396	-0.3415	-0.0631	0.01	-0.1362	0.2757	-0.1052	0.6566	0.1336
0.65	1	Item238_Critical_Vadv3	10.3729	-1.8705	-0.1164	-0.0279	-0.205	2.7221	1.3437	4.1005	0.17
0.65	1	Item238_Critical_Vadv5	11.751	0.2763	0.0006	0.0062	-0.0051	0.0711	-0.0468	0.189	0.0427
0.65	1	Item238_Critical_Vadv6	10.3846	-0.5906	-0.0273	0.0031	-0.0577	-0.6521	-0.6235	-0.6806	-0.0331
0.65	1	Item238_Critical_Vadv7	11.6962	-0.7023	-0.0752	-0.0367	-0.1137	0.8963	0.4194	1.3732	0.1566
0.65	1	Item238_Critical_Vadv8	6.3295	-1.4992	-0.1875	-0.096	-0.279	1.1258	0.8563	1.3954	-0.0219
0.65	1	Item238_Critical_Vadv9	11.9253	0.6777	-0.0029	-0.0682	0.0624	0.4389	0.6112	0.2666	-0.0332
0.65	1	ItemCritical_6	6.2444	1.5314	-0.0168	-0.0169	-0.0167	0.2863	0.1451	0.4276	0.0016
0.65	1	ItemMixed_1	13.466	2.7682	-0.2814	-0.157	-0.4057	0.3263	-0.5821	1.2347	-0.167
0.65	1	ItemMixed_11	8.018	1.2006	-0.3675	-0.3865	-0.3485	0.2257	0.1387	0.3127	0.0786
0.65	1	ItemMixed_12	9.335	3.1557	-0.3827	-0.0997	-0.6657	0.5454	-0.585	1.6758	0.1018
0.65	1	ItemMixed_13	9.4635	0.4612	0.0265	0.0023	0.0508	0.08	0.5229	-0.363	0.0865
0.65	1	ItemMixed_14	7.2697	2.0881	-0.0799	-0.0484	-0.1115	-1.6644	-2.8293	-0.4994	-0.1454
0.65	1	ItemMixed_15	12.7945	2.4555	-0.4778	-0.2852	-0.6703	-0.9	-1.7437	-0.0563	-0.0061
0.65	1	ItemMixed_16	11.9926	2.0174	-0.3877	-0.2034	-0.572	0.5209	1.5448	-0.5029	0.041
0.65	1	ItemMixed_17	5.3716	0.9528	-0.0292	-0.0105	-0.0479	0.3975	-0.1393	0.9343	-0.079
0.65	1	ItemMixed_18	7.0057	0.9172	0.0099	0.0134	0.0065	-0.8976	-0.8469	-0.9484	0.1899
0.65	1	ItemMixed_19	12.0209	1.3439	-0.3172	-0.2282	-0.4062	-0.4718	-2.1665	1.2229	-0.2239
0.65	1	ItemMixed_2	8.0164	1.0323	-0.3612	-0.1603	-0.5622	1.3783	0.797	1.9595	-0.328
0.65	1	ItemMixed_21	5.8584	0.561	-0.2209	-0.1041	-0.3377	0.2219	0.2759	0.1679	0.0078
0.65	1	ItemMixed_22	15.2078	-0.3328	-0.0103	0.0078	-0.0284	-0.1527	-0.2369	-0.0686	-0.061
0.65	1	ItemMixed_23	9.7026	2.6009	-0.391	-0.2857	-0.4962	1.3164	0.0785	2.5543	0.0602
0.65	1	ItemMixed_24	12.057	0.401	0.0098	0.026	-0.0065	1.1973	1.0107	1.384	0.0232
0.65	1	ItemMixed_25	11.6279	0.266	0.0287	0.0396	0.0178	0.4295	0.3446	0.5144	0.0803
0.65	1	ItemMixed_26	10.9417	1.8047	0.0455	0.0567	0.0342	-0.451	-0.9517	0.0498	-0.0509
0.65	1	ItemMixed_27	9.4608	0.3858	-0.0005	-0.0415	0.0405	-0.1442	-1.5641	1.2757	-0.1159
0.65	1	ItemMixed_28	8.483	2.5525	-0.4072	-0.1168	-0.6976	-1.4186	-1.5347	-1.3025	0.0605
0.65	1	ItemMixed_29	5.5144	1.3771	-0.0228	-0.0259	-0.0197	1.0274	0.6863	1.3684	-0.0082
0.65	1	ItemMixed_3	5.3136	1.9355	-0.4983	-0.3691	-0.6275	0.2154	0.2516	0.1793	-0.068
0.65	1	ItemMixed_30	7.856	1.8818	-0.1499	-0.1478	-0.152	0.2546	-0.2928	0.802	-0.0924
0.65	1	ItemMixed_31	15.2811	0.365	-0.2301	-0.0899	-0.3702	1.3384	1.2458	1.4311	0.0839
0.65	1	ItemMixed_32	8.4641	0.5571	-0.0024	-0.0025	-0.0023	-0.5495	-1.3573	0.2584	-0.1031
0.65	1	ItemMixed_33	8.2341	-0.7316	-0.0566	0.0012	-0.1144	0.8897	1.9912	-0.2119	-0.0804
0.65	1	ItemMixed_34	5.6858	1.1263	0.0001	-0.0022	0.0024	-1.6192	-1.6566	-1.5817	0.0193
0.65	1	ItemMixed_35	14.761	0.7272	-0.1751	-0.0503	-0.2999	-0.8945	-0.9175	-0.8714	0.0774
0.65	1	ItemMixed_36	12.0701	1.6688	-0.0869	0.134	-0.3078	-0.5173	-1.2234	0.1887	0.1082
0.65	1	ItemMixed_37	10.6013	3.0115	-0.1075	-0.2375	0.0225	1.3752	2.034	0.7165	-0.0314
0.65	1	ItemMixed_38	10.6885	1.3808	-0.3045	-0.2708	-0.3381	-1.2381	-1.5508	-0.9254	-0.0069
0.65	1	ItemMixed_39	4.5306	1.5454	-0.4123	-0.3315	-0.4932	1.0565	-0.0086	2.1217	-0.1319
0.65	1	ItemMixed_4	6.4724	0.9036	-0.0436	-0.0257	-0.0615	0.4302	-0.279	1.1394	-0.0181
0.65	1	ItemMixed_40	8.8664	2.1117	-0.3354	-0.1982	-0.4726	-0.3629	-0.7511	0.0254	0.2599
0.65	1	ItemMixed_41	11.1943	0.6457	-0.0033	0.0417	-0.0483	1.3128	2.0168	0.6088	-0.0921
0.65	1	ItemMixed_42	10.3227	2.5875	-0.6228	-0.2344	-1.0113	1.5871	1.3348	1.8394	-0.2265
0.65	1	ItemMixed_43	8.0168	1.3684	-0.0534	-0.0894	-0.0174	-0.2124	-0.2717	-0.1532	0.0541
0.65	1	ItemMixed_5	11.8073	1.8474	-0.3512	-0.1686	-0.5337	2.0269	2.0439	2.0098	0.0784
